Brokered by Keller Williams Village Sq Rlt	House for sale	800000	3	2	1224.000000	1883 E 53rd St	Old Mill Basin, NY 11234	1883 E 53rd StOld Mill Basin, NY 11234	United States	New York	Kings County	Brooklyn	East 53rd Street	1883 E 53rd St, Brooklyn, NY 11234, USA	40.61255890	-73.92304250
Brokered by Re/Max In The City	Co-op for sale	189000	1	1	700.000000	6535 Broadway Apt 1G	Bronx, NY 10471	6535 Broadway Apt 1GBronx, NY 10471	New York	Bronx County	The Bronx	North Riverdale	6535	6535 Broadway #1g, Bronx, NY 10471, USA	40.90656800	-73.89680470
Brokered by Corcoran East Side	Co-op for sale	48000000	5	2	2184.207862	740 Park Ave # 4 & 5B	New York, NY 10021	740 Park Ave # 4 & 5BNew York, NY 10021	New York	New York County	New York	Manhattan	740	740 Park Ave #5, New York, NY 10021, USA	40.77075160	-73.96452830
Brokered by Brown Harris Stevens - 445 Park Avenue	Co-op for sale	4995000	2	2	2184.207862	14 E 75th St Unit 9D	Manhattan, NY 10021	14 E 75th St Unit 9DManhattan, NY 10021	New York	New York County	New York	Manhattan	14	14 E 75th St #9d, New York, NY 10021, USA	40.77376350	-73.96445740
Brokered by Ed Bruno Realty, LLC	Contingent	835000	5	2	2050.000000	393 Guyon Ave	Staten Island, NY 10306	393 Guyon AveStaten Island, NY 10306	United States	New York	Richmond County	Staten Island	Guyon Avenue	393 Guyon Ave, Staten Island, NY 10306, USA	40.55827160	-74.11608170
Brokered by Douglas Elliman - 575 Madison Ave	House for sale	999999	2	2	1198.000000	333 E 91st St Apt 10B	New York, NY 10128	333 E 91st St Apt 10BNew York, NY 10128	New York	New York County	New York	Manhattan	333	333 E 91st St #10b, New York, NY 10128, USA	40.78034290	-73.94726600
Brokered by Commerce Realty Group	Condo for sale	575000	3	2	877.000000	61-20 71st Ave Unit F2A	Ridgewood, NY 11385	61-20 71st Ave Unit F2ARidgewood, NY 11385	New York	Queens County	Queens	Ridgewood	61-20	61-20 71st Ave #2f, Ridgewood, NY 11385, USA	40.70197930	-73.89420940
Brokered by Corcoran Bedford Stuyvesant	Pending	349750	1	1	2184.207862	483 17th St # 2L	Brooklyn, NY 11215	483 17th St # 2LBrooklyn, NY 11215	New York	Kings County	Brooklyn	Park Slope	483	483 17th St #2l, Brooklyn, NY 11215, USA	40.65856220	-73.98252110
Brokered by Corcoran West Side	Co-op for sale	385000	1	1	2184.207862	116 Pinehurst Ave Apt B52	New York, NY 10033	116 Pinehurst Ave Apt B52New York, NY 10033	United States	New York	New York County	New York	Pinehurst Avenue	116 Pinehurst Ave, New York, NY 10033, USA	40.85226940	-73.93918100
Brokered by COMPASS	Townhouse for sale	7950000	4	2	3397.000000	20 Jones St	Manhattan, NY 10014	20 Jones StManhattan, NY 10014	United States	New York	New York County	New York	Jones Street	20 Jones St, New York, NY 10014, USA	40.73194850	-74.00250610
Brokered by CHIN - Re/Max in The City	Pending	324900	2	2	1100.000000	5715 Mosholu Ave Apt 6B	Bronx, NY 10471	5715 Mosholu Ave Apt 6BBronx, NY 10471	New York	Bronx County	The Bronx	North Riverdale	5715	5715 Mosholu Ave #6b, Bronx, NY 10471, USA	40.90579590	-73.90002000
Brokered by Douglas Elliman - 1995 Broadway	Co-op for sale	175000	3	1	2184.207862	275 Webster Ave Apt 6G	Brooklyn, NY 11230	275 Webster Ave Apt 6GBrooklyn, NY 11230	New York	Kings County	Brooklyn	Kensington	275	275 Webster Ave #6g, Brooklyn, NY 11230, USA	40.63296340	-73.97092740
Brokered by Keller Williams Realty Elite	Multi-family home for sale	915999	5	3	2184.207862	26-39 93rd St	East Elmhurst, NY 11369	26-39 93rd StEast Elmhurst, NY 11369	United States	New York	Queens County	Queens	93rd Street	26-39 93rd St, Flushing, NY 11369, USA	40.76189850	-73.87585380
Brokered by RE MAX Edge	Multi-family home for sale	1850000	12	8	5250.000000	1727 E 14th St	Brooklyn, NY 11229	1727 E 14th StBrooklyn, NY 11229	United States	New York	Kings County	Brooklyn	East 14th Street	1727 E 14th St, Brooklyn, NY 11229, USA	40.60743710	-73.95882810
Brokered by Douglas Elliman - New Development	Condo for sale	40000000	5	6	7488.000000	111 Murray St Ph 2	New York, NY 10007	111 Murray St Ph 2New York, NY 10007	New York	New York County	New York	Manhattan	111	111 Murray St Ph 2, New York, NY 10007, USA	40.71535100	-74.01284410
Brokered by CHIN - Re/Max in The City	Pending	324900	2	2	1100.000000	5715 Mosholu Ave Apt 6B	Bronx, NY 10471	5715 Mosholu Ave Apt 6BBronx, NY 10471	New York	Bronx County	The Bronx	North Riverdale	5715	5715 Mosholu Ave #6b, Bronx, NY 10471, USA	40.90579590	-73.90002000
Brokered by RE MAX Edge	Multi-family home for sale	1850000	12	8	5250.000000	1727 E 14th St	Brooklyn, NY 11229	1727 E 14th StBrooklyn, NY 11229	United States	New York	Kings County	Brooklyn	East 14th Street	1727 E 14th St, Brooklyn, NY 11229, USA	40.60743710	-73.95882810
Brokered by Pantiga Group Inc.	Co-op for sale	175000	1	1	800.000000	190 E Mosholu Pkwy S Apt 3B	Bronx, NY 10458	190 E Mosholu Pkwy S Apt 3BBronx, NY 10458	New York	Bronx County	The Bronx	West Bronx	190	190 E Mosholu Pkwy S #3b, Bronx, NY 10458, USA	40.87429490	-73.88375300
Brokered by SBRW - SBROWNRE,LLC	Pending	850000	2	1	775.000000	236 E 6th St Apt 3W	New York, NY 10003	236 E 6th St Apt 3WNew York, NY 10003	New York	New York County	New York	Manhattan	236	236 E 6th St #3w, New York, NY 10003, USA	40.72743350	-73.98922410
Brokered by Winzone Realty Inc	House for sale	729000	4	2	2184.207862	118-18 225th St	Cambria Heights, NY 11411	118-18 225th StCambria Heights, NY 11411	United States	New York	Queens County	Queens	225th Street	118-18 225th St, Jamaica, NY 11411, USA	40.69175380	-73.73709780
Brokered by Douglas Elliman - 156 Montague	Townhouse for sale	5995000	6	4	4000.000000	136 Kane St	Brooklyn, NY 11231	136 Kane StBrooklyn, NY 11231	United States	New York	Kings County	Brooklyn	Kane Street	136 Kane St, Brooklyn, NY 11231, USA	40.68682090	-73.99882260
Brokered by EXP Realty	Co-op for sale	480000	2	1	2184.207862	66-36 Yellowstone Blvd Unit 22B	Forest Hills, NY 11375	66-36 Yellowstone Blvd Unit 22BForest Hills, NY 11375	New York	Queens County	Queens	Forest Hills	6636	6636 Yellowstone Blvd Apt 22f, Forest Hills, NY 11375, USA	40.72914990	-73.84944000
Brokered by Brown Harris Stevens- 3531 Johnson Avenue	House for sale	4200000	5	4	4480.000000	164 W 88th St	New York, NY 10024	164 W 88th StNew York, NY 10024	United States	New York	New York County	New York	West 88th Street	164 W 88th St, New York, NY 10024, USA	40.78843700	-73.97318870
Brokered by Daniel Gale Sotheby's International Realty	Townhouse for sale	1198000	4	2	2184.207862	68-09 Olcott St	Queens, NY 11375	68-09 Olcott StQueens, NY 11375	United States	New York	Queens County	Queens	Olcott Street	68-09 Olcott St, Forest Hills, NY 11375, USA	40.71293120	-73.85619940
Brokered by BEN BAY REALTY, CO.	House for sale	1848000	6	2	3676.000000	976 Ocean Ave	Brooklyn, NY 11226	976 Ocean AveBrooklyn, NY 11226	United States	New York	Kings County	Brooklyn	Ocean Avenue	976 Ocean Ave, Brooklyn, NY 11226, USA	40.63862510	-73.95919550
Brokered by eXp Realty BKNY	Co-op for sale	285000	1	1	750.000000	1293 E 5th St Apt 6B	Brooklyn, NY 11230	1293 E 5th St Apt 6BBrooklyn, NY 11230	New York	Kings County	Brooklyn	Midwood	1293	1293 E 5th St #6b, Brooklyn, NY 11230, USA	40.61958110	-73.97063610
Brokered by Realty Trends Corp	Multi-family home for sale	849000	5	3	2460.000000	43-06 Rockaway Beach Blvd	Far Rockaway, NY 11691	43-06 Rockaway Beach BlvdFar Rockaway, NY 11691	United States	New York	Queens County	Queens	Rockaway Beach Boulevard	43-06 Rockaway Beach Blvd, Far Rockaway, NY 11691, USA	40.59394280	-73.77483610
Brokered by COMPASS	House for sale	549000	3	2	1250.000000	1764 Undercliff Ave	Bronx, NY 10453	1764 Undercliff AveBronx, NY 10453	United States	New York	Bronx County	The Bronx	Undercliff Avenue	1764 Undercliff Ave, Bronx, NY 10453, USA	40.85153310	-73.91978620
Brokered by Magic Of Great Neck Realty Inc	Co-op for sale	729000	2	2	1700.000000	26910 Grand Central Pkwy Apt 12O	Floral Park, NY 11005	26910 Grand Central Pkwy Apt 12OFloral Park, NY 11005	New York	Queens County	Queens	Glen Oaks	26910	26910 Grand Central Pkwy #12o, Queens, NY 11005, USA	40.75779910	-73.71595640
Brokered by Douglas Elliman - Bayside	Co-op for sale	199999	1	1	2184.207862	209-10 41st Ave Unit 1F	Bayside, NY 11361	209-10 41st Ave Unit 1FBayside, NY 11361	New York	Queens County	Queens	Bayside	209-10	209-10 41st Ave #1f, Bayside, NY 11361, USA	40.76278800	-73.77688140
Brokered by Douglas Elliman - 3544 Johnson Ave	House for sale	4900000	8	2	9000.000000	5040 Goodridge Ave	Bronx, NY 10471	5040 Goodridge AveBronx, NY 10471	United States	New York	Bronx County	The Bronx	Goodridge Avenue	5040 Goodridge Ave, Bronx, NY 10471, USA	40.89830760	-73.90208490
Brokered by Exp Realty	Multi-family home for sale	600000	4	2	1728.000000	4217 Seton Ave	Bronx, NY 10466	4217 Seton AveBronx, NY 10466	United States	New York	Bronx County	The Bronx	Seton Avenue	4217 Seton Ave, Bronx, NY 10466, USA	40.89617900	-73.83948700
Brokered by KELLER WILLIAMS REALTY LANDMARK II	House for sale	599000	3	1	1340.000000	111-20 145th St	Jamaica, NY 11435	111-20 145th StJamaica, NY 11435	United States	New York	Queens County	Queens	145th Street	11120 145th St, Jamaica, NY 11435, USA	40.68609750	-73.79988590
Brokered by Voro Llc	Multi-family home for sale	599000	5	2	2268.000000	716 Decatur St	Brooklyn, NY 11233	716 Decatur StBrooklyn, NY 11233	United States	New York	Kings County	Brooklyn	Decatur Street	716 Decatur St, Brooklyn, NY 11233, USA	40.68352480	-73.91410780
Brokered by Fillmore Real Estate	Condo for sale	725000	3	2	1185.000000	1322 E 14th St Apt 4B	Brooklyn, NY 11230	1322 E 14th St Apt 4BBrooklyn, NY 11230	New York	Kings County	Brooklyn	Midwood	1322	1322 E 14th St #4b, Brooklyn, NY 11230, USA	40.61725720	-73.96110110
Brokered by BROOKLYN`S 4 U REALTY	Multi-family home for sale	1295000	3	2	2600.000000	2506 E 65th St	Brooklyn, NY 11234	2506 E 65th StBrooklyn, NY 11234	United States	New York	Kings County	Brooklyn	East 65th Street	2506 E 65th St, Brooklyn, NY 11234, USA	40.60981600	-73.90840260
Brokered by Berkshire Hathaway HomeServices Cangiano Estates	Multi-family home for sale	798888	3	2	1500.000000	849 Rossville Ave	Staten Island, NY 10309	849 Rossville AveStaten Island, NY 10309	United States	New York	Richmond County	Staten Island	Rossville Avenue	849 Rossville Ave, Staten Island, NY 10309, USA	40.54749330	-74.20985030
Brokered by J Milo Real Estate	House for sale	529000	3	1	1800.000000	89-22 210th Pl	Queens, NY 11427	89-22 210th PlQueens, NY 11427	United States	New York	Queens County	Queens	210th Place	89-22 210th Pl, Queens Village, NY 11427, USA	40.72129980	-73.75443950
Brokered by Homes R Us Realty of NY, Inc.	Multi-family home for sale	999998	3	2	2400.000000	327 Brehaut Ave	Staten Island, NY 10307	327 Brehaut AveStaten Island, NY 10307	United States	New York	Richmond County	Staten Island	Brehaut Avenue	327 Brehaut Ave, Staten Island, NY 10307, USA	40.51149430	-74.23826850
Brokered by COMPASS	Pending	499000	1	1	615.000000	265 W 131st St Apt 5	Manhattan, NY 10027	265 W 131st St Apt 5Manhattan, NY 10027	New York	New York County	New York	Manhattan	265	265 W 131st St #5, New York, NY 10027, USA	40.81389190	-73.94766730
Brokered by RE MAX Central	Multi-family home for sale	1550000	12	7	3000.000000	174-176 Camden Ave	Staten Island, NY 10309	174-176 Camden AveStaten Island, NY 10309	United States	New York	Richmond County	Staten Island	Camden Avenue	174 Camden Ave, Staten Island, NY 10309, USA	40.50834460	-74.22993490
Brokered by RE/MAX City Square	Co-op for sale	319000	2	1	2184.207862	67-41 Burns St Unit 414	Forest Hills, NY 11375	67-41 Burns St Unit 414Forest Hills, NY 11375	New York	Queens County	Queens	Forest Hills	6741	6741 Burns St Apt 414, Forest Hills, NY 11375, USA	40.72303990	-73.85628000
Brokered by Ben Bay Realty Company of Staten Island LLC	Contingent	759000	3	4	1424.000000	419 Ogorman Ave	Staten Island, NY 10308	419 Ogorman AveStaten Island, NY 10308	United States	New York	Richmond County	Staten Island	O'Gorman Avenue	419 O'Gorman Ave, Staten Island, NY 10308, USA	40.55235900	-74.14076000
Brokered by JWS REALTY GROUP	Co-op for sale	245000	3	1	260.000000	5 Tudor City Pl Apt 1818	Ny, NY 10017	5 Tudor City Pl Apt 1818Ny, NY 10017	New York	New York County	New York	Manhattan	5	5 Tudor City Pl #1818ny, New York, NY 10017, USA	40.74813400	-73.97088050
Brokered by Get Listed Get Sold NYC	Multi-family home for sale	1249000	5	3	1548.000000	2171 W 7th St	Brooklyn, NY 11223	2171 W 7th StBrooklyn, NY 11223	United States	New York	Kings County	Brooklyn	West 7th Street	2171 W 7th St, Brooklyn, NY 11223, USA	40.59463290	-73.97792950
Brokered by RE MAX Edge	Condo for sale	455000	2	1	939.000000	449 Medina St Apt 2C	Staten Island, NY 10306	449 Medina St Apt 2CStaten Island, NY 10306	New York	Richmond County	Staten Island	Oakwood	449	449 Medina St #2c, Staten Island, NY 10306, USA	40.55995280	-74.11982550
Brokered by RE/MAX City Square	Co-op for sale	319000	2	1	2184.207862	67-41 Burns St Unit 414	Forest Hills, NY 11375	67-41 Burns St Unit 414Forest Hills, NY 11375	New York	Queens County	Queens	Forest Hills	6741	6741 Burns St Apt 414, Forest Hills, NY 11375, USA	40.72303990	-73.85628000
Brokered by RE MAX Edge	Multi-family home for sale	999900	4	2	2024.000000	29 Bay 10th St	Brooklyn, NY 11228	29 Bay 10th StBrooklyn, NY 11228	United States	New York	Kings County	Brooklyn	Bay 10th Street	29 Bay 10th St, Brooklyn, NY 11228, USA	40.61018390	-74.00920900
Brokered by JM Properties	House for sale	395000	2	1	666.000000	170 Baden Pl	Staten Island, NY 10306	170 Baden PlStaten Island, NY 10306	United States	New York	Richmond County	Staten Island	Baden Place	170 Baden Pl, Staten Island, NY 10306, USA	40.57244980	-74.09097160
Brokered by Nestapple	Condo for sale	620000	1	1	430.000000	112 W 72nd St Ph C	Manhattan, NY 10023	112 W 72nd St Ph CManhattan, NY 10023	New York	New York County	New York	Manhattan	112	112 W 72nd St Ph C, New York, NY 10023, USA	40.77743990	-73.97931010
Brokered by Momentum Real Estate LLC	Multi-family home for sale	1295000	4	2	3264.000000	643 Huguenot Ave	Staten Island, NY 10312	643 Huguenot AveStaten Island, NY 10312	United States	New York	Richmond County	Staten Island	Huguenot Avenue	643 Huguenot Ave, Staten Island, NY 10312, USA	40.53892590	-74.19507200
Brokered by Ilite Realty Inc	Condo for sale	849000	3	2	1241.000000	398 Kings Hwy Unit 308	Brooklyn, NY 11223	398 Kings Hwy Unit 308Brooklyn, NY 11223	New York	Kings County	Brooklyn	Gravesend	398	398 Kings Hwy #308, Brooklyn, NY 11223, USA	40.60440500	-73.97519350
Brokered by Serhant	Co-op for sale	8995000	5	4	5500.000000	38 W 26th St Unit 9TH	New York, NY 10010	38 W 26th St Unit 9THNew York, NY 10010	New York	New York County	New York	Manhattan	38	38 W 26th St #9d, New York, NY 10010, USA	40.74427210	-73.99076210
Brokered by Jnm & Associates Inc	Co-op for sale	650000	3	1	2184.207862	116 Cambridge Pl Apt 3C	Brooklyn, NY 11238	116 Cambridge Pl Apt 3CBrooklyn, NY 11238	New York	Kings County	Brooklyn	Clinton Hill	116	116 Cambridge Pl #3c, Brooklyn, NY 11238, USA	40.68379180	-73.96314450
Brokered by COMPASS	Condo for sale	2995000	2	2	1452.000000	120 E 87th St Apt R26B	Manhattan, NY 10128	120 E 87th St Apt R26BManhattan, NY 10128	New York	New York County	New York	Manhattan	120	120 E 87th St #26b, New York, NY 10128, USA	40.78039190	-73.95589230
Brokered by Douglas Elliman - Bayside	Condo for sale	495000	2	1	800.000000	83-71 116th St Unit 4E	Kew Gardens, NY 11418	83-71 116th St Unit 4EKew Gardens, NY 11418	New York	Queens County	Queens	Richmond Hill	83-71	83-71 116th St #4e, Richmond Hill, NY 11418, USA	40.70455150	-73.83561180
Brokered by NEUHAUS REALTY INC.	House for sale	675000	3	2	1222.000000	7 Norwood Ct	Staten Island, NY 10304	7 Norwood CtStaten Island, NY 10304	United States	New York	Richmond County	Staten Island	Norwood Court	7 Norwood Ct, Staten Island, NY 10304, USA	40.62771710	-74.08602720
Brokered by COMPASS	Condo for sale	999000	3	1	600.000000	10 W End Ave Apt 8J	Manhattan, NY 10023	10 W End Ave Apt 8JManhattan, NY 10023	New York	New York County	New York	Manhattan	10	10 West End Ave #8j, New York, NY 10023, USA	40.77174540	-73.99005050
Brokered by PPAD - Park Property Advisors	Condo for sale	2250000	2	2	1334.000000	415 DE Graw St Unit Ph	Brooklyn, NY 11217	415 DE Graw St Unit PhBrooklyn, NY 11217	United States	New York	Kings County	Brooklyn	Degraw Street	415 Degraw St, Brooklyn, NY 11217, USA	40.68197190	-73.99032770
Brokered by RE MAX Distinguished Homes & Properties	Multi-family home for sale	1299000	9	4	3720.000000	790 Olmstead Ave	Bronx, NY 10473	790 Olmstead AveBronx, NY 10473	United States	New York	Bronx County	The Bronx	Olmstead Avenue	790 Olmstead Ave, Bronx, NY 10473, USA	40.82272970	-73.85172720
Brokered by J. Sikar Realty	Condo for sale	429000	1	1	640.000000	501 Surf Ave Apt 9D	Brooklyn, NY 11224	501 Surf Ave Apt 9DBrooklyn, NY 11224	Kings County	Brooklyn	Coney Island	Surf Avenue	Brightwater Towers East	Brightwater Towers East, 501 Surf Ave #9d, Brooklyn, NY 11224, USA	40.57553550	-73.97359050
Brokered by Aschan Realty	House for sale	649999	3	2	2184.207862	139-32 Laurelton Pkwy	Rosedale, NY 11422	139-32 Laurelton PkwyRosedale, NY 11422	United States	New York	Queens County	Queens	Laurelton Parkway	139-32 Laurelton Pkwy, Jamaica, NY 11422, USA	40.66700080	-73.74090180
Brokered by Brown Harris Stevens - 1926 Broadway	Townhouse for sale	10995000	7	6	9000.000000	318 W 81st St Unit Townhouse	Manhattan, NY 10024	318 W 81st St Unit TownhouseManhattan, NY 10024	United States	New York	New York County	New York	West 81st Street	318 W 81st St, New York, NY 10024, USA	40.78588020	-73.98118940
Brokered by Brown Harris Stevens - 100 Seventh Avenue	Townhouse for sale	2050000	5	4	3000.000000	26 Rutland Rd Unit Townhouse	Brooklyn, NY 11225	26 Rutland Rd Unit TownhouseBrooklyn, NY 11225	United States	New York	Kings County	Brooklyn	Rutland Road	26 Rutland Rd, Brooklyn, NY 11225, USA	40.65866030	-73.95959730
Brokered by COMPASS	Pending	1299000	4	2	1456.000000	100 W 119th St Apt 3A	Manhattan, NY 10026	100 W 119th St Apt 3AManhattan, NY 10026	New York	New York County	New York	Manhattan	100	100 W 119th St #3a, New York, NY 10026, USA	40.80405870	-73.94876220
Brokered by Behfar Team, Llc	House for sale	1075000	6	2	2200.000000	1455 E 15th St	Brooklyn, NY 11230	1455 E 15th StBrooklyn, NY 11230	United States	New York	Kings County	Brooklyn	East 15th Street	1455 E 15th St, Brooklyn, NY 11230, USA	40.61419790	-73.95911510
Brokered by TRACEY REAL ESTATE	Co-op for sale	174000	1	1	800.000000	3105 Avenue V Apt 1H	Brooklyn, NY 11229	3105 Avenue V Apt 1HBrooklyn, NY 11229	New York	Kings County	Brooklyn	Sheepshead Bay	3105	3105 Ave V #1h, Brooklyn, NY 11229, USA	40.59970810	-73.93449740
Brokered by Connie Profaci Realty	House for sale	1193000	2	2	1518.000000	1085 Todt Hill Rd	Staten Island, NY 10304	1085 Todt Hill RdStaten Island, NY 10304	United States	New York	Richmond County	Staten Island	Todt Hill Road	1085 Todt Hill Rd, Staten Island, NY 10304, USA	40.58392830	-74.11137880
Brokered by Corcoran Bedford Stuyvesant	House for sale	4995000	4	4	2184.207862	464 1st St	Brooklyn, NY 11215	464 1st StBrooklyn, NY 11215	United States	New York	Kings County	Brooklyn	1st Street	464 1st St, Brooklyn, NY 11215, USA	40.67129430	-73.97711450
Brokered by Sotheby's International Realty - Downtown Manhattan	Townhouse for sale	12500000	9	2	10500.000000	180 Second Ave	New York, NY 10003	180 Second AveNew York, NY 10003	United States	New York	New York County	New York	2nd Avenue	180 2nd Ave, New York, NY 10003, USA	40.73056060	-73.98592580
Brokered by Pride Estates	House for sale	898000	5	4	2828.000000	185 Highland Blvd	Brooklyn, NY 11207	185 Highland BlvdBrooklyn, NY 11207	United States	New York	Kings County	Brooklyn	Highland Boulevard	185 Highland Blvd, Brooklyn, NY 11207, USA	40.68160010	-73.89485250
Brokered by Keller Williams NYC	Multi-family home for sale	1288000	5	3	1500.000000	147-18 16th Rd	Whitestone, NY 11357	147-18 16th RdWhitestone, NY 11357	United States	New York	Queens County	Queens	16th Road	147-18 16th Rd, Flushing, NY 11357, USA	40.78498090	-73.81780330
Brokered by Prodigy Real Estate Inc.	House for sale	1749999	4	4	2600.000000	106 Overlook Ave	Staten Island, NY 10304	106 Overlook AveStaten Island, NY 10304	United States	New York	Richmond County	Staten Island	Overlook Avenue	106 Overlook Ave, Staten Island, NY 10304, USA	40.59568800	-74.09823310
Brokered by RE MAX Elite	Condo for sale	575000	2	2	1253.000000	101-02 Shore Front Pkwy Unit 26A	Rockaway Park, NY 11694	101-02 Shore Front Pkwy Unit 26ARockaway Park, NY 11694	New York	Queens County	Queens	Far Rockaway	10102	10102 Shore Front Pkwy # 26a, Far Rockaway, NY 11694, USA	40.58248660	-73.82134370
Brokered by Nest Seekers International, Midtown	Condo for sale	5100000	4	2	2183.000000	201 W 17th St Ph F	New York, NY 10011	201 W 17th St Ph FNew York, NY 10011	United States	New York	New York County	New York	West 17th Street	201 W 17th St, New York, NY 10011, USA	40.74081090	-73.99847500
Brokered by COMPASS	Condo for sale	2000000	1	2	1321.000000	108 Reade St Unit 4W	Manhattan, NY 10013	108 Reade St Unit 4WManhattan, NY 10013	New York	New York County	New York	Manhattan	108	108 Reade St #4b, New York, NY 10013, USA	40.71597530	-74.00836830
Brokered by Keller Williams Ny Realty	Co-op for sale	170000	2	1	850.000000	3555 Kings College Pl Apt 2G	Bronx, NY 10467	3555 Kings College Pl Apt 2GBronx, NY 10467	New York	Bronx County	The Bronx	Norwood	3555	3555 Kings College Pl #2g, Bronx, NY 10467, USA	40.88139160	-73.87570010
Brokered by Corcoran Westside Columbus	Co-op for sale	1295000	2	2	2100.000000	28 Old Fulton St # Thf	Brooklyn, NY 11201	28 Old Fulton St # ThfBrooklyn, NY 11201	New York	Kings County	Brooklyn	Brooklyn Heights	28	Eagle Warehouse & Storage Company, 28 Old Fulton St, Brooklyn, NY 11201, USA	40.70233400	-73.99374630
Brokered by KMS Realty Group, Inc.	House for sale	749000	3	2	1332.000000	767 Brighton Ave	Staten Island, NY 10301	767 Brighton AveStaten Island, NY 10301	United States	New York	Richmond County	Staten Island	Brighton Avenue	767 Brighton Ave, Staten Island, NY 10301, USA	40.63339030	-74.09698280
Brokered by Momentum Real Estate Llc	Multi-family home for sale	1848000	3	4	3640.000000	1862 84th Ave	Brooklyn, NY 11214	1862 84th AveBrooklyn, NY 11214	United States	New York	Kings County	Brooklyn	84th Street	1862 84th St, Brooklyn, NY 11214, USA	40.60721400	-73.99986360
Brokered by COMPASS	Co-op for sale	465000	2	2	2184.207862	420 E 51st St Apt 10C	Manhattan, NY 10022	420 E 51st St Apt 10CManhattan, NY 10022	New York	New York County	New York	Manhattan	420	420 E 51st St Apartment 10e, New York, NY 10022, USA	40.75403200	-73.96515700
Brokered by Voro Llc	Co-op for sale	298999	2	1	2184.207862	229-17 87th Ave Unit Upper	Queens Village, NY 11427	229-17 87th Ave Unit UpperQueens Village, NY 11427	United States	New York	Queens County	Queens	87th Avenue	229-17 87th Ave, Queens Village, NY 11427, USA	40.73177120	-73.73917100
Brokered by EXIT ALL SEASONS REALTY	Co-op for sale	209900	1	1	780.000000	3845 Shore Pkwy Apt 5H	Brooklyn, NY 11235	3845 Shore Pkwy Apt 5HBrooklyn, NY 11235	New York	Kings County	Brooklyn	Sheepshead Bay	3845	3845 Shore Pkwy #5h, Brooklyn, NY 11235, USA	40.58690100	-73.93294900
Brokered by COMPASS	Co-op for sale	539000	1	1	2184.207862	385 E 18th St Apt 6J	Brooklyn, NY 11226	385 E 18th St Apt 6JBrooklyn, NY 11226	New York	Kings County	Brooklyn	Flatbush	385	385 E 18th St #6j, Brooklyn, NY 11226, USA	40.64198470	-73.96144280
Brokered by Douglas Elliman  -111 Fifth Ave	House for sale	2975000	3	2	2184.207862	474 Sterling Pl	Brooklyn, NY 11238	474 Sterling PlBrooklyn, NY 11238	United States	New York	Kings County	Brooklyn	Sterling Place	474 Sterling Pl, Brooklyn, NY 11238, USA	40.67427600	-73.96261290
Brokered by Akcess24homes Inc	Multi-family home for sale	2099000	6	5	2184.207862	97-19 63rd Dr	Rego Park, NY 11374	97-19 63rd DrRego Park, NY 11374	United States	New York	Queens County	Queens	63rd Drive	97-19 63rd Dr, Rego Park, NY 11374, USA	40.73083730	-73.85996770
Brokered by Houlihan Lawrence Bronxville	Co-op for sale	199900	1	1	925.000000	55 E 190th St Apt 3	Bronx, NY 10468	55 E 190th St Apt 3Bronx, NY 10468	New York	Bronx County	The Bronx	Fordham Manor	55	55 E 190th St Apt 3, Bronx, NY 10468, USA	40.86311300	-73.89832270
Brokered by COMPASS	Co-op for sale	789000	2	1	2184.207862	400 E 77th St Apt 4E	Manhattan, NY 10075	400 E 77th St Apt 4EManhattan, NY 10075	New York	New York County	New York	Manhattan	400	400 E 77th St #4a, New York, NY 10075, USA	40.77072440	-73.95332670
Brokered by Douglas Elliman - 664 Fulton	House for sale	919000	3	2	1565.000000	941 Newkirk Ave	Brooklyn, NY 11230	941 Newkirk AveBrooklyn, NY 11230	United States	New York	Kings County	Brooklyn	Newkirk Avenue	941 Newkirk Ave, Brooklyn, NY 11230, USA	40.63359490	-73.96781660
Brokered by Corcoran East Side	House for sale	815599	3	2	2184.207862	3708 Avenue M	Brooklyn, NY 11234	3708 Avenue MBrooklyn, NY 11234	United States	New York	Kings County	Brooklyn	Avenue K	3708 Avenue K, Brooklyn, NY 11210, USA	40.62545090	-73.93951150
Brokered by Ashford Homes	Multi-family home for sale	1050000	4	4	3305.000000	97 Excelsior Ave	Staten Island, NY 10309	97 Excelsior AveStaten Island, NY 10309	United States	New York	Richmond County	Staten Island	Excelsior Avenue	97 Excelsior Ave, Staten Island, NY 10309, USA	40.52098620	-74.20846310
Brokered by William Raveis Real Estate - Yorktown Heights	Co-op for sale	289999	1	1	830.000000	2550 Independence Ave Apt 3C	Bronx, NY 10463	2550 Independence Ave Apt 3CBronx, NY 10463	New York	Bronx County	The Bronx	Spuyten Duyvil	2550	2550 Independence Ave #3c, Bronx, NY 10463, USA	40.87998970	-73.91986200
Brokered by BHHS New York Properties	Co-op for sale	4050000	4	3	2184.207862	1060 Fifth Ave Unit 3C	New York, NY 10128	1060 Fifth Ave Unit 3CNew York, NY 10128	New York	New York County	New York	Manhattan	1060	1060 5th Ave #3c, New York, NY 10128, USA	40.78220290	-73.95963300
Brokered by Oxford Property Group	Townhouse for sale	7750000	3	2	3375.000000	5622 14th Ave	Brooklyn, NY 11219	5622 14th AveBrooklyn, NY 11219	United States	New York	Kings County	Brooklyn	14th Avenue	5622 14th Ave, Brooklyn, NY 11219, USA	40.62946700	-73.99467200
